id,title,description,availability,condition,price,sale_price,link,image_link,brand,product_type,custom_label_0,custom_label_1,custom_label_2,custom_label_3
shp-20599306082,Sylvanian Families Bebê Urso - Epoch,Sylvanian Families Bebê Urso - Epoch - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,79.99 BRL,,https://marketpaycommerce.com.br/produto/shp-20599306082?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_beleza-saude&utm_content=2026-03-22,https://cf.shopee.com.br/file/br-11134207-7r98o-ly0tv6ey6dtifa,Brink Center,Beleza & Saúde,Shopee,Beleza & Saúde,Sem desconto,Frete Pago
shp-51302235531,O Verbo Se Fez Arte | Os Evangelhos,O Verbo Se Fez Arte | Os Evangelhos - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,111.84 BRL,,https://marketpaycommerce.com.br/produto/shp-51302235531?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_livros&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-82608-ml56ph1z03dba8,Plenitude Distribuidora,Livros,Shopee,Livros,Sem desconto,Frete Pago
shp-23293139921,BOX PAVORES DE FAZBEAR - VOL 1 AO 4 - INTRINSECA,BOX PAVORES DE FAZBEAR - VOL 1 AO 4 - INTRINSECA - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,215.70 BRL,,https://marketpaycommerce.com.br/produto/shp-23293139921?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_livros&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-81zvm-midhtt4jwy6845,Bonde da Leitura,Livros,Shopee,Livros,Sem desconto,Frete Pago
shp-22494794341,"Kit Body Splash, Body Cream e Perfume Capilar Cheer","Kit Body Splash, Body Cream e Perfume Capilar Cheer - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.",in stock,new,169.80 BRL,,https://marketpaycommerce.com.br/produto/shp-22494794341?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_beleza-saude&utm_content=2026-03-22,https://cf.shopee.com.br/file/br-11134207-81ztc-mjfqcwcjhdz5e5,Bloom Body Br,Beleza & Saúde,Shopee,Beleza & Saúde,Sem desconto,Frete Pago
shp-20759161157,Caixa com 6 unidades de Máscara Maria Natureza Nutrição Extraordinária Salon Line 200g,Caixa com 6 unidades de Máscara Maria Natureza Nutrição Extraordinária Salon Line 200g - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,129.00 BRL,58.70 BRL,https://marketpaycommerce.com.br/produto/shp-20759161157?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_beleza-saude&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-82587-mfupjk5ha0wa19,Salon Line,Beleza & Saúde,Shopee,Beleza & Saúde,50%+ OFF,Frete Pago
shp-22298031570,Boneco Funko Pop! Rocks BTS x Meu Malvado Favorito 4 - Jin,Boneco Funko Pop! Rocks BTS x Meu Malvado Favorito 4 - Jin - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,164.99 BRL,79.99 BRL,https://marketpaycommerce.com.br/produto/shp-22298031570?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_games&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7repf-m2be2rb7ek8a67,Candide,Games,Shopee,Games,50%+ OFF,Frete Pago
shp-40172586656,Sapatilha Feminina Domidona Verniz Bico Fino Tiras Duplas Fivela Oval Boho Chic,Sapatilha Feminina Domidona Verniz Bico Fino Tiras Duplas Fivela Oval Boho Chic - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,79.90 BRL,59.90 BRL,https://marketpaycommerce.com.br/produto/shp-40172586656?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_moda&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-824io-mfbknohidfylca,Domidona Loja Oficial,Moda,Shopee,Moda,15-29% OFF,Frete Pago
shp-19677587243,Estante Escritório de Canto Multimóveis CR25067 Amêndoa/Branca,Estante Escritório de Canto Multimóveis CR25067 Amêndoa/Branca - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,659.90 BRL,599.99 BRL,https://marketpaycommerce.com.br/produto/shp-19677587243?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7qvex-lf8dg4oa4cek13,Multimóveis Oficial,Casa & Decoração,Shopee,Casa & Decoração,1-14% OFF,Frete Pago
shp-19599253963,Jogo Quebra-Cabeça Duas Partes Patrulha Canina 12 Peças em MDF Crianças +2 Anos Xalingo,Jogo Quebra-Cabeça Duas Partes Patrulha Canina 12 Peças em MDF Crianças +2 Anos Xalingo - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,33.96 BRL,32.03 BRL,https://marketpaycommerce.com.br/produto/shp-19599253963?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_beleza-saude&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7rd4y-lutmkhzu551j25,TRP KIDS,Beleza & Saúde,Shopee,Beleza & Saúde,1-14% OFF,Frete Pago
shp-9149044508,Palito para Pirulito Grande Branco 50 Unidades - N°28 - BWB,Palito para Pirulito Grande Branco 50 Unidades - N°28 - BWB - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,19.90 BRL,,https://marketpaycommerce.com.br/produto/shp-9149044508?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/77f40c87ad7a37ffbca9dc0fc142fbe1,Rizzo Distribuidora,Casa & Decoração,Shopee,Casa & Decoração,Sem desconto,Frete Pago
shp-23197507246,O LIVRO DA PSICOLOGIA,O LIVRO DA PSICOLOGIA - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,94.90 BRL,,https://marketpaycommerce.com.br/produto/shp-23197507246?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_livros&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7rd4s-lvd8xqqvw9p94d,A Página,Livros,Shopee,Livros,Sem desconto,Frete Pago
shp-16385360611,"Kit 6 Potes Hermético 110ml com Tampa de Bambu, Rack Organizador de Bambu E 4 Utensílios de Bambu -  Oikos","Kit 6 Potes Hermético 110ml com Tampa de Bambu, Rack Organizador de Bambu E 4 Utensílios de Bambu -  Oikos - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.",in stock,new,358.79 BRL,263.99 BRL,https://marketpaycommerce.com.br/produto/shp-16385360611?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-82634-mlexwvnmu6tk72,Loja Oikos,Casa & Decoração,Shopee,Casa & Decoração,15-29% OFF,Frete Pago
shp-40210193998,Painel Novembro Azul/Outubro Rosa Conscientização Retangular Horizontal Sublimado Em Tecido,Painel Novembro Azul/Outubro Rosa Conscientização Retangular Horizontal Sublimado Em Tecido - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,59.90 BRL,44.90 BRL,https://marketpaycommerce.com.br/produto/shp-40210193998?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/br-11134207-81z1k-mgdlnym40qv91b,Criatema,Casa & Decoração,Shopee,Casa & Decoração,15-29% OFF,Frete Pago
shp-22194260541,Tênis Asics Gel Shogun St Feminino Corrida - Caminhada,Tênis Asics Gel Shogun St Feminino Corrida - Caminhada - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,505.89 BRL,339.00 BRL,https://marketpaycommerce.com.br/produto/shp-22194260541?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_moda&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7rdyk-mcjax4cqiyj86e,Loja Virtual World Tennis,Moda,Shopee,Moda,15-29% OFF,Frete Pago
shp-23097179068,FUNKO POP GAMES FIVE NIGHTS AT FREDDY'S - ELF BONNIE 937 NOVO ORIGINAL,FUNKO POP GAMES FIVE NIGHTS AT FREDDY'S - ELF BONNIE 937 NOVO ORIGINAL - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,149.90 BRL,142.90 BRL,https://marketpaycommerce.com.br/produto/shp-23097179068?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_games&utm_content=2026-03-22,https://cf.shopee.com.br/file/br-11134207-7r98o-lp5xnml0hh2q4f,COLLECTIONS.BR,Games,Shopee,Games,1-14% OFF,Frete Pago
shp-23693490615,"Pia de Cozinha Dubai Plus Cuba 160X54,5 Ghel","Pia de Cozinha Dubai Plus Cuba 160X54,5 Ghel - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.",in stock,new,459.90 BRL,,https://marketpaycommerce.com.br/produto/shp-23693490615?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7reok-m1r0kgmkfxkv74,Lojas MM,Casa & Decoração,Shopee,Casa & Decoração,Sem desconto,Frete Pago
shp-23399016117,Cropped Botafogo Movimentar Feminina Preta,Cropped Botafogo Movimentar Feminina Preta - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,124.90 BRL,,https://marketpaycommerce.com.br/produto/shp-23399016117?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_moda&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-82589-mftqi5mfyolq3c,Fut Fanatics,Moda,Shopee,Moda,Sem desconto,Frete Pago
shp-19198941370,Kit com 2 Sutiãs sem Aro e sem Bojo Demillus 61196/61096 Taça B Colorido,Kit com 2 Sutiãs sem Aro e sem Bojo Demillus 61196/61096 Taça B Colorido - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,113.45 BRL,,https://marketpaycommerce.com.br/produto/shp-19198941370?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_moda&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7r98o-lktlyghxkvhtfc,Demillus Oficial,Moda,Shopee,Moda,Sem desconto,Frete Pago
shp-23594403313,Sallve Antioxidante Hidratante 35g - Vitamina C 10%,Sallve Antioxidante Hidratante 35g - Vitamina C 10% - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,99.90 BRL,,https://marketpaycommerce.com.br/produto/shp-23594403313?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_beleza-saude&utm_content=2026-03-22,https://cf.shopee.com.br/file/br-11134207-81z1k-meospddp9p1fdd,Sallve Oficial,Beleza & Saúde,Shopee,Beleza & Saúde,Sem desconto,Frete Pago
shp-25883297927,bbia glow tint mlbb edition 3.2g 17colors,bbia glow tint mlbb edition 3.2g 17colors - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,206.45 BRL,65.00 BRL,https://marketpaycommerce.com.br/produto/shp-25883297927?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_beleza-saude&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134207-7rdxp-lxj2z2tl3afzcd,koksara.kbeauty,Beleza & Saúde,Shopee,Beleza & Saúde,50%+ OFF,Frete Pago
shp-22394259099,Macaquinho Fitness Sem Costura,Macaquinho Fitness Sem Costura - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,329.90 BRL,263.90 BRL,https://marketpaycommerce.com.br/produto/shp-22394259099?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_esportes&utm_content=2026-03-22,https://cf.shopee.com.br/file/br-11134207-7r98o-mcm5ihjg4isy66,semcostura,Esportes,Shopee,Esportes,15-29% OFF,Frete Pago
shp-41813320989,Bíblia Sagrada Tamanho Grande com Harpa Palavras de Jesus em Vermelho Capa Dura Cristais Borboletas,Bíblia Sagrada Tamanho Grande com Harpa Palavras de Jesus em Vermelho Capa Dura Cristais Borboletas - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,31.99 BRL,26.88 BRL,https://marketpaycommerce.com.br/produto/shp-41813320989?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_livros&utm_content=2026-03-22,https://cf.shopee.com.br/file/br-11134207-7r98o-mdg4fshn08u1e4,Livraria Escritura,Livros,Shopee,Livros,15-29% OFF,Frete Pago
shp-22294080068,Sonopulse Ultrassom Ibramed III 1 E 3 Mhz  Fisioterapia Estética com Brindes,Sonopulse Ultrassom Ibramed III 1 E 3 Mhz  Fisioterapia Estética com Brindes - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,2149.00 BRL,,https://marketpaycommerce.com.br/produto/shp-22294080068?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_beleza-saude&utm_content=2026-03-22,https://cf.shopee.com.br/file/br-11134207-81zuo-mkms3q3tn5dt35,HSMed,Beleza & Saúde,Shopee,Beleza & Saúde,Sem desconto,Frete Pago
shp-8869247856,Plasmed - Aparelho de Jato de Plasma - IBRAMED,Plasmed - Aparelho de Jato de Plasma - IBRAMED - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,3478.00 BRL,,https://marketpaycommerce.com.br/produto/shp-8869247856?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_beleza-saude&utm_content=2026-03-22,https://cf.shopee.com.br/file/670f1421c8f6cfeff0f2b6501c66e311,HSMed,Beleza & Saúde,Shopee,Beleza & Saúde,Sem desconto,Frete Pago
shp-18997680584,Porta Balcão de Alumínio 3 Folhas Móveis 210 X 120cm com Fechadura Linha 25 Esquadrias Bergamo Branco,Porta Balcão de Alumínio 3 Folhas Móveis 210 X 120cm com Fechadura Linha 25 Esquadrias Bergamo Branco - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,2139.98 BRL,,https://marketpaycommerce.com.br/produto/shp-18997680584?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7rd4b-luo9ij53v83rb2,MadeiraMadeira,Casa & Decoração,Shopee,Casa & Decoração,Sem desconto,Frete Pago
shp-22898362760,Caneca Tom Pato Donald 90 Anos – Disney,Caneca Tom Pato Donald 90 Anos – Disney - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,74.90 BRL,,https://marketpaycommerce.com.br/produto/shp-22898362760?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-8260d-ml6uj28rtix04a,Zonacriativa Oficial,Casa & Decoração,Shopee,Casa & Decoração,Sem desconto,Frete Pago
shp-18498042012,Sabonete Flor De Ypê Flor De Maçã E Framboesa 85g,Sabonete Flor De Ypê Flor De Maçã E Framboesa 85g - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,12.79 BRL,2.69 BRL,https://marketpaycommerce.com.br/produto/shp-18498042012?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_beleza-saude&utm_content=2026-03-22,https://cf.shopee.com.br/file/br-11134207-7r98o-m62ybp1ea7jm46,ZANUP,Beleza & Saúde,Shopee,Beleza & Saúde,50%+ OFF,Frete Pago
shp-22698806549,Wella Professionals BlondorPlex - Máscara Capilar 150ml,Wella Professionals BlondorPlex - Máscara Capilar 150ml - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,307.99 BRL,189.99 BRL,https://marketpaycommerce.com.br/produto/shp-22698806549?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_beleza-saude&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7rdx7-mdad3csp16xa3c,Evas Perfumaria,Beleza & Saúde,Shopee,Beleza & Saúde,30-49% OFF,Frete Pago
shp-22098064755,Pneu Moto Levorin 80/100X14 Traseiro Matrix,Pneu Moto Levorin 80/100X14 Traseiro Matrix - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,411.90 BRL,262.99 BRL,https://marketpaycommerce.com.br/produto/shp-22098064755?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_automotivo&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7reqd-m2wcqqjnpoha76,Uai Express,Automotivo,Shopee,Automotivo,30-49% OFF,Frete Pago
shp-23598830950,VINHO BRANCO COLHEITA TARDIA 500ML,VINHO BRANCO COLHEITA TARDIA 500ML - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,28.99 BRL,19.29 BRL,https://marketpaycommerce.com.br/produto/shp-23598830950?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/br-11134207-7r98o-mdot25hc6pq17c,COMPRE BEBIDAS OFICIAL,Casa & Decoração,Shopee,Casa & Decoração,30-49% OFF,Frete Pago
shp-14881782335,Pilha Auditiva 312 Rayovac Bateria Pr41 6 unidades,Pilha Auditiva 312 Rayovac Bateria Pr41 6 unidades - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,37.50 BRL,27.85 BRL,https://marketpaycommerce.com.br/produto/shp-14881782335?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/br-11134207-7r98o-m8xp6c8u3wg24a,Rayovac.Oficial,Casa & Decoração,Shopee,Casa & Decoração,15-29% OFF,Frete Pago
shp-23393047068,Guarda-Roupa Solteiro 160cm 2 Portas de Correr com Espelhos 100% Mdf Dubai Espresso Móveis Branco,Guarda-Roupa Solteiro 160cm 2 Portas de Correr com Espelhos 100% Mdf Dubai Espresso Móveis Branco - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,2073.10 BRL,1794.35 BRL,https://marketpaycommerce.com.br/produto/shp-23393047068?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7rdxm-mdf35fd49uqs0d,MadeiraMadeira,Casa & Decoração,Shopee,Casa & Decoração,1-14% OFF,Frete Pago
shp-29126386817,"Medicube Zero Foam Cleanser, 120g | Deep cleansing of pores","Medicube Zero Foam Cleanser, 120g | Deep cleansing of pores - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.",in stock,new,108.09 BRL,,https://marketpaycommerce.com.br/produto/shp-29126386817?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_beleza-saude&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134207-7rccd-m6bzey2ti2d080,Glory of Seoul,Beleza & Saúde,Shopee,Beleza & Saúde,Sem desconto,Frete Pago
shp-23694348435,Lavadora Samsung WF90F Bespoke AI 20Kg Inox,Lavadora Samsung WF90F Bespoke AI 20Kg Inox - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,11619.00 BRL,,https://marketpaycommerce.com.br/produto/shp-23694348435?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-8261s-mknvk8tc0kjp46,Cook Eletroraro Oficial,Casa & Decoração,Shopee,Casa & Decoração,Sem desconto,Frete Pago
shp-23892862448,Panela de Pressão Elétrica Digital 6L Mondial Vermelho/Inox PE-60-6L-RI 127V/60HZ,Panela de Pressão Elétrica Digital 6L Mondial Vermelho/Inox PE-60-6L-RI 127V/60HZ - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,609.90 BRL,,https://marketpaycommerce.com.br/produto/shp-23892862448?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7rdwq-lzro6ycss7dud4,Webcontinental Marketplace,Casa & Decoração,Shopee,Casa & Decoração,Sem desconto,Frete Pago
shp-20099840806,Rack Suellen 100% MDF Tuboarte 2 Portas 1 Nicho e Pés Estilo Retrô,Rack Suellen 100% MDF Tuboarte 2 Portas 1 Nicho e Pés Estilo Retrô - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,792.17 BRL,,https://marketpaycommerce.com.br/produto/shp-20099840806?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7rdyf-mbwitk3s9ua58a,Móveis Home,Casa & Decoração,Shopee,Casa & Decoração,Sem desconto,Frete Pago
shp-23092982226,Base Box Casal Cairo Herval 15x138x188cm Casal,Base Box Casal Cairo Herval 15x138x188cm Casal - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,1400.22 BRL,,https://marketpaycommerce.com.br/produto/shp-23092982226?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-824i1-mfj9vuwpwirw28,MadeiraMadeira,Casa & Decoração,Shopee,Casa & Decoração,Sem desconto,Frete Pago
shp-58202463205,New Show Protetor De Esteto Cilios Posticos de Pálpebras com marcação( 70 pares ),New Show Protetor De Esteto Cilios Posticos de Pálpebras com marcação( 70 pares ) - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,20.00 BRL,10.00 BRL,https://marketpaycommerce.com.br/produto/shp-58202463205?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_beleza-saude&utm_content=2026-03-22,https://cf.shopee.com.br/file/br-11134207-81ztc-mirhlvg8n8qp38,New Show Oficial,Beleza & Saúde,Shopee,Beleza & Saúde,50%+ OFF,Frete Pago
shp-22994014107,Kit organizador de gavetas Ou 3 peças Linha Clear - Branco,Kit organizador de gavetas Ou 3 peças Linha Clear - Branco - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,216.99 BRL,162.75 BRL,https://marketpaycommerce.com.br/produto/shp-22994014107?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7rffw-m9t1s1737tp226,<OU>,Casa & Decoração,Shopee,Casa & Decoração,15-29% OFF,Frete Pago
shp-12949370755,Relogio Dumont Feminino Prateado + Kit Du2035Mns/K3K,Relogio Dumont Feminino Prateado + Kit Du2035Mns/K3K - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,269.00 BRL,220.58 BRL,https://marketpaycommerce.com.br/produto/shp-12949370755?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_moda&utm_content=2026-03-22,https://cf.shopee.com.br/file/br-11134207-7r98o-lq5610yz6zvj77,RealTimes,Moda,Shopee,Moda,15-29% OFF,Frete Pago
shp-13708474161,Hastes Flexíveis Cotonetes 150 Unidades,Hastes Flexíveis Cotonetes 150 Unidades - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,18.30 BRL,15.64 BRL,https://marketpaycommerce.com.br/produto/shp-13708474161?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_beleza-saude&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7rdx3-mdeqqkh3ke3uea,Loja Sage's,Beleza & Saúde,Shopee,Beleza & Saúde,15-29% OFF,Frete Pago
shp-18451695341,Jogo Match Color Multikids - BR1677,Jogo Match Color Multikids - BR1677 - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,120.89 BRL,109.90 BRL,https://marketpaycommerce.com.br/produto/shp-18451695341?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_games&utm_content=2026-03-22,https://cf.shopee.com.br/file/de67e77801012de35a8a0bda67c15949,Multi Oficial,Games,Shopee,Games,1-14% OFF,Frete Pago
shp-22896951319,Kit 10x Fita Rotuladora Compatível MK 231 Branca 12mm x 8m Rotulador Pt-70 Pt-80 Pt-90,Kit 10x Fita Rotuladora Compatível MK 231 Branca 12mm x 8m Rotulador Pt-70 Pt-80 Pt-90 - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,50.62 BRL,,https://marketpaycommerce.com.br/produto/shp-22896951319?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_livros&utm_content=2026-03-22,https://cf.shopee.com.br/file/br-11134207-7r98o-m0d5w251bc657a,Magazine Rio Preto LTDA,Livros,Shopee,Livros,Sem desconto,Frete Pago
shp-22997084240,Hipoglos Pomada Contra Assaduras 120g,Hipoglos Pomada Contra Assaduras 120g - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,50.99 BRL,,https://marketpaycommerce.com.br/produto/shp-22997084240?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_beleza-saude&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-82624-mly4py13qvb8a9,Drogaria  Araujo,Beleza & Saúde,Shopee,Beleza & Saúde,Sem desconto,Frete Pago
shp-58254076339,Eudora Siàge Kit Presente Dia das Mães 4 Itens,Eudora Siàge Kit Presente Dia das Mães 4 Itens - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,168.00 BRL,,https://marketpaycommerce.com.br/produto/shp-58254076339?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_beleza-saude&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-8261g-mjyj7gl44lxhad,Eudora_Oficial,Beleza & Saúde,Shopee,Beleza & Saúde,Sem desconto,Frete Pago
shp-23693898257,Bruma Tonificante Payot Upderm 100ml,Bruma Tonificante Payot Upderm 100ml - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,65.99 BRL,,https://marketpaycommerce.com.br/produto/shp-23693898257?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_beleza-saude&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7reqo-m8lwagpbyisne2,Amor de Make Oficial,Beleza & Saúde,Shopee,Beleza & Saúde,Sem desconto,Frete Pago
shp-21498149430,Conjunto de Taças Nadir 320ml Gallant Água 12 Peças,Conjunto de Taças Nadir 320ml Gallant Água 12 Peças - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,136.87 BRL,64.90 BRL,https://marketpaycommerce.com.br/produto/shp-21498149430?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7rfhs-m9ti0xp5m5wc77,Efácil Oficial,Casa & Decoração,Shopee,Casa & Decoração,50%+ OFF,Frete Pago
shp-49152663750,Ventilador Mesa e Parede com 10 Hélice de 40cm Potência 174W PVT45A Philco 2 em 1,Ventilador Mesa e Parede com 10 Hélice de 40cm Potência 174W PVT45A Philco 2 em 1 - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,269.90 BRL,219.00 BRL,https://marketpaycommerce.com.br/produto/shp-49152663750?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-822x7-mhw3xpdjw83pfc,Eletricario Loja Oficial,Casa & Decoração,Shopee,Casa & Decoração,15-29% OFF,Frete Pago
shp-22998480873,Balcão 3 Gavetas Kappesberg Celeste 100% MDF Nogueira/Verde Oliva 40cm,Balcão 3 Gavetas Kappesberg Celeste 100% MDF Nogueira/Verde Oliva 40cm - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,437.50 BRL,369.99 BRL,https://marketpaycommerce.com.br/produto/shp-22998480873?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-8260c-ml5ljgq0opoj41,Móveis Kappesberg,Casa & Decoração,Shopee,Casa & Decoração,15-29% OFF,Frete Pago
